ID,Título,Status do Museu,Localização,Geolocalização manual
83682,Museu de Arte de Brasília - MAB,Aberto,"-15.7878555523179,-47.8333353996277",False
83683,Biblioteca e Museu Histórico Aniz Domingos,Aberto,"-26.230234,-51.0849",False
83684,Museu Histórico Dona Mariana da Costa,Aberto,"-19.6891727,-43.9226693",False
83685,Museu Histórico Municipal Napoleão Joele,Fechado,"-20.915294,-46.998966",False
83686,Museu de Folclore Saul Martins,Aberto,"-19.7333431,-43.9341408",False
83687,Museu do Castelo Garcia D'ávila,Aberto,"-12.5791408505415,-38.0305373668671",False
83689,Museu Histórico do Colégio Pedro II,Fechado,"-22.901635,-43.184202",False
83690,Museu Interativo de Ciências de São José dos Campos,Fechado,"-23.1820943,-45.859609",False
83691,Museu Sacro São Francisco da Prainha,Aberto,"-22.8976757,-43.1837807",False
83692,Memorial da Loucura - Hospital São Pedro,Aberto,"-30.060287867890896,-51.18872942402959",False
83693,Museu Histórico de Palmeira - Doutor Astrogildo de Freitas,Aberto,"-25.426203,-50.007515",False
83694,Museu Municipal Históriadora Marineusa Santana Basílio Leite,Aberto,"-7.4895383,-38.987714",False
83695,Museu Geociências - Mugeo - Universidade Federal da Bahia,Aberto,"-13.0011709,-38.5094684",False
83696,Museu Municipal Ângelo Rosa de Moura,Fechado,"-13.45484,-49.138583",False
83697,Museu de Preservação da História e Cultura Popular Eurides Vital do Nascimento,Aberto,"-2.81732923133827,-40.3531050682068",False
83698,Museu de História Natural do Prata José Carlos Chaves Cunha,Aberto,"-19.3081057681024,-48.9244794845581",False
83699,Palacete Gentil Braga,Fechado,"-2.5308115,-44.2964637",False
83700,Museu Orgânico - Museu Casa de Antonio Jeremias Pereira,Aberto,"-7.09006500394181,-39.6815228462219",False
83701,Memorial Lindembergue Cardoso - Universidade Federal da Bahia,Aberto,"-12.99488,-38.523018",False
83702,Museu Nacional - Universidade Federal do Rio de Janeiro,Fechado,"-22.905701,-43.226529",False
83703,Pinacoteca da Universidade Federal da Paraíba,Aberto,"-7.136472,-34.845607",False
83704,Museu do Poder Judiciário do Amapá,Aberto,"0.04065155641907437,-51.05443239212036",False
83705,Museu Municipal Casa de Pedra,Aberto,"-29.2165116639185,-51.3465356826782",False
83706,Museu Casa Grande Capitão Du,Aberto,"-19.8007122,-45.6769924",False
83707,Ecomuseu do Off-road,Aberto,"-20.036337980644706,-43.94524812698364",False
83708,Museu Banrisul,Aberto,"-30.0294819,-51.2323706",False
83709,Museu da Memória e Patrimônio da Universidade Federal de Alfenas,Aberto,"-21.4250028,-45.9485633",False
83710,Centro de Memória do Tre - Acre,Fechado,"-10.0116224160901,-67.8017807006836",False
83711,Museu Antropológico da Universidade Federal de Goiás,Aberto,"-16.675721,-49.239271",False
83712,Museu Municipal Sergius Erdelyi,Aberto,"-25.9543017891276,-49.2229020595551",False
83713,Planetário da Universidade Federal de Juiz de Fora,Aberto,"-21.7670166,-43.3678641",False
83714,Museu de Arte Murilo Mendes - MAMM,Aberto,"-21.756196,-43.351821",False
83715,Museu José Lins do Rego,Aberto,"-7.121669,-34.843822",False
83716,Museu de Ciências da Vida - MCV - Universidade Federal do Espírito Santo,Aberto,"-20.2773742666731,-40.3023952245712",False
83717,Planetário da Fundação Espaço Cultural da Paraíba,Aberto,"-7.121803,-34.843034",False
83718,Museu de Malacologia Professor Maury Pinto de Oliveira - Universidade Federal de Juiz de Fora,Aberto,"-21.7765879,-43.370692",False
83719,Museu Catavento,Aberto,"-23.5440124,-46.6276792",False
83720,Museu Nacional da Cultura Afro-brasileira,Aberto,"-12.9762501,-38.5135383",False
83721,Museu do Tribunal de Contas da União Ministro Guido Mondin,Aberto,"-15.803955,-47.862923",False
83722,Memorial Henrique de Melo Spengler - Universidade Federal do Mato Grosso do Sul,Aberto,"-18.50626,-54.761989",False
83723,Centro de Memória Histórica de Porciúncula Professor Gérzio Barreto Calzolari - CMH,Aberto,"-20.962261154809482,-42.04040765762329",False
83724,Museu de Cultura Popular - Universidade Federal de Juiz de Fora,Aberto,"-21.76346,-43.350738",False
83725,Museu Diocesano de Sobral,Fechado,"-3.687097,-40.346862",False
83727,Museu Municipal Mário Quintana,Aberto,"-28.3504205,-54.4998747",False
83728,Museu de Arqueologia da Universidade Federal de Mato Grosso do Sul - MuArq - UFMS,Aberto,"-20.501536,-54.615431",False
83730,Memorial Estação Nova Vicenza,Aberto,"-29.2308561987849,-51.3419008255005",False
83731,Espaço Cultural Russo Eci-museum,Aberto,"-2.53174965256079,-44.3048143386841",False
83732,Centro de Memória da Medicina - Universidade Federal de Minas Gerais,Aberto,"-19.924463,-43.9292557",False
83733,Herbário ICN - Universidade Federal do Rio Grande do Sul,Aberto,"-30.076484523593,-51.125693321228",False
83734,Museu Casa do Careta de Triunfo,Aberto,"-7.83979239161343,-38.1039708852768",False
83737,Museu de Arte Leopoldo Gotuzzo - MALG,Aberto,"-31.7700728,-52.3427849",False
83738,Museu de História Natural do Araguaia - Universidade Federal de Mato Grosso,Fechado,"-15.8779904,-52.3244171",False
83739,MM Gerdau - Museu das Minas e do Metal,Aberto,"-19.9316681180004,-43.938826918602",False
83740,Centro Cultural Benfica - Universidade Federal de Pernambuco,Aberto,"-8.060961,-34.901706",False
83741,Fortaleza de São José da Ponta Grossa - Universidade Federal de Santa Catarina - UFSC,Aberto,"-27.839076094777816,-48.5177223693134",False
83742,Centro de Memória da Odontologia - Universidade Federal de Minas Gerais,Aberto,"-19.8724556,-43.9741383",False
83743,Museu da Imagem e do Som - MIS - SP,Aberto,"-23.5727483,-46.6761196",False
83745,Museu de Anatomia e Arte - Musanarte - Universidade Federal do Ceará - UFC,Aberto,"-3.7495183,-38.5483659",False
83746,Museu Municipal Oswaldo Russomano,Aberto,"-22.954496,-46.541318",False
83747,Centro de Memória da Universidade Federal Rural do Rio de Janeiro,Aberto,"-22.756643,-43.675904",False
83748,Memorial Cristiano Varella,Aberto,"-21.1113524,-42.3834637",False
83750,Museu de Artes e Ofícios Bodoque - Virtual,Aberto,"-21.7403165,-43.3524902",False
83751,Jardim Botânico Municipal de Bauru,Aberto,"-22.323339,-49.006572",False
83752,Museu Histórico de Ipê,Aberto,"-28.8195017,-51.280386",False
83753,Museu de Arte da Universidade Federal do Paraná - MusA UFPR,Fechado,"-25.429509,-49.267527",False
83755,Museu do Caju,Aberto,"-3.7642712,-38.6167178",False
83756,Espaço Memorial Carlos Chagas Filho - Universidade Federal do Rio de Janeiro,Aberto,"-22.8410591983865,-43.2350420951843",False
83757,Casa da Descoberta - Centro de Divulgação de Ciência da Universidade Federal Fluminense,Aberto,"-22.905976698770555,-43.13429675461426",False
83758,Observatório do Valongo,Aberto,"-22.8983995,-43.1874501",False
83760,Museu de Ciências Naturais da Universidade Federal do Rio Grande do Sul,Aberto,"-29.9226583,-50.0983016",False
83761,Museu de Memes (virtual) - Universidade Federal Fluminense,Aberto,"-22.898144831727265,-43.131550111649",False
83764,Museu e Igreja dos Santos Cosme e Damião,Aberto,"-7.83388287178094,-34.9061340093613",False
83765,Museu do Corpo Humano da Faculdade de Medicina de Jundiaí,Aberto,"-23.2003789971043,-46.8776857852936",False
83766,Espaço Energia,Aberto,"-7.1195876231436,-34.8676228523254",False
83767,Museu Histórico Municipal de Doutor Maurício Cardoso,Aberto,"-27.5088851863294,-54.3642622232437",False
83768,Centro de Memória Interativo da Santa Casa de Misericórdia de Passos,Aberto,"-20.7135299239763,-46.6125977039337",False
83769,Caixa Cultural Salvador,Aberto,"-12.872443,-38.475096",False
83770,Museu Municipal Armando de Lima Uchôa,Aberto,"-23.1785585,-52.2019154",False
83771,Museu Vivo da Cana de Açúcar do Alto Sertão da Paraíba,Aberto,"-6.90955609792013,-38.3261489868164",False
83772,Museu Vivo Cândido Ferreira,Aberto,"-22.8755492,-46.9695462",False
83773,Museu de Oceanografia da Unidade Acadêmica de Serra Talhada - Universidade Federal Rural de Pernambuco,Fechado,"-7.963291,-38.2909029",False
83774,Centro Cultural Banco do Nordeste - Sousa,Aberto,"-6.758757,-38.230429",False
83775,Museu de Artes Visuais Ruth Schneider,Aberto,"-28.2670511,-52.4426225",False
83776,Centro Cultural Banco do Nordeste - Cariri,Aberto,"-7.201566,-39.316953",False
83777,Museu Municipal Doutor José Olavo Machado,Aberto,"-28.31334,-54.261913",False
83778,Museu do TRF4,Fechado,"-30.0395994,-51.2369233",False
83779,Museu da Música Maestro Pedro Machado de Bitencourt,Aberto,"-26.2735345,-49.3929825",False
83780,Museu Histórico Municipal Capitão Henrique José Barbosa,Aberto,"-31.396476,-52.678792",False
83781,Museu Rural Casa de Pedra Dona Francisca Ernestina,Aberto,"-6.10739984871884,-37.6363277435303",False
83782,Centro de Referência de Cultura Popular Max Justo Guedes - Fortim dos Emboabas - Universidade Federal de São João Del-Rei - UFSJ,Fechado,"-21.1328988,-44.2649676",False
83783,Museu do Doce da Universidade Federal de Pelotas,Aberto,"-31.7704166,-52.3400241",False
83784,Museu Casas de Amarante - Percurso,Aberto,"-6.2435614,-42.8535635",False
83785,Museu Municipal Frei Nazareno Confaloni,Aberto,"-16.6649208,-49.2615618",False
83786,Fazenda Parque da Roseta,Aberto,"-21.9897709,-44.813111",False
83787,Museu de Camassary,Aberto,"-12.7011966524466,-38.3242607116699",False
83788,Museu Casa de Benjamin Constant,Fechado,"-22.91896300642002,-43.18710029414069",False
83789,Museu Casa Geyer - Ibram,Fechado,"-22.941036,-43.2051763",False
83790,Museu Comunitário Engenho do Sertão,Aberto,"-27.164426,-48.524137",False
83791,Museu Carlos Ayres,Fechado,"-23.5864999,-48.0507862",False
83792,Centro de Pesquisa Paleontológica da Chapada do Araripe,Aberto,"-7.215706,-39.410659",False
83793,Museu de Topografia e Geodésia Professor Ênio Miguel de Souza - Instituto Federal de Santa Catarina,Aberto,"-27.5941811,-48.543169",False
83794,Museu do Imigrante Italiano Eduardo Marcuzzo,Aberto,"-29.6124909396844,-53.4480571746826",False
83795,Museu do Ouro,Aberto,"-19.8887607425113,-43.8072752952576",False
83796,Centro de Memória do Esporte Paranaense,Fechado,"-25.4285572498124,-49.2258685827255",False
83798,Memorial Tribunal de Justiça do Distrito Federal e Territórios - Espaço Desembargadora Lila Pimenta Duarte,Aberto,"-15.7942287,-47.8821658",False
83799,Museu Histórico de Presidente Getúlio,Aberto,"-27.041735371337648,-49.61644649505615",False
83800,Museu da Comunicação - Universidade Federal de Viçosa,Aberto,"-20.7543792,-42.8741418",False
83801,Museu de Arte Religiosa e Tradicional de Cabo Frio,Aberto,"-22.8794188,-42.021715",False
83802,Acervo de Escritores Mineiros da Universidade Federal de Minas Gerais,Aberto,"-19.9166813,-43.9344931",False
83803,Museu Nacional de Belas Artes,Aberto,"-22.9087283,-43.1759509746377",False
83804,Centro de Memória Eleitoral Professor Tarcísio Medeiros,Aberto,"-5.810144699999999,-35.2006225",False
83805,Centro de Memória do Tribunal Regional Eleitoral da Bahia,Aberto,"-12.948347,-38.428411",False
83806,Museu Digital Tramas Daqui (virtual),Aberto,"-23.2187393356655,-44.7124886512756",False
83807,Museu de Arte do Rio Grande do Sul - MARGS,Aberto,"-30.029075,-51.23138",False
83808,Centro Cultural Luz da Lua,Aberto,"-16.8549891,-42.0618117",False
83809,Estação Sarzedo - Plataforma de Cultura,Aberto,"-20.0339687,-44.1435414",False
83810,Museu de Ciências - Universidade Regional Integrada do Alto Uruguai e das Missões,Aberto,"-27.636867,-52.270206",False
83811,Museu da Imagem e do Som de Araxá,Aberto,"-19.589741,-46.9383229",False
83812,Museu Municipal de Arroio do Tigre,Aberto,"-29.335317,-53.097158",False
83813,Museu Palácio Joaquim Nabuco,Aberto,"-8.0586383,-34.8794246",False
83814,Museu Elvira de Boiadeiro,Aberto,"-15.8482245,-48.0120686",False
83815,Museu de Arte Sacra e Outros Segmentos,Aberto,"-8.48984573213692,-36.0554052935913",False
83816,Centro de Referência da Cultura Negra,Aberto,"-19.589741,-46.9383229",False
83817,Herbário da Universidade de Brasília,Aberto,"-15.765164,-47.869916",False
83818,Museu de Perypery,Aberto,"-4.2661491,-41.7854479",False
83819,Museu Municipal de Veranópolis - MUMVER,Fechado,"-28.9358244403385,-51.5520143508911",False
83820,Engenho Massangana,Aberto,"-8.357395,-35.022923",False
83821,CEH - Centro de Exposições e História Ricardo Nardelli,Aberto,"-23.704348,-46.4126355",False
83822,Casa Menotti Del Picchia,Aberto,"-22.4398339,-46.8211019",False
83824,Museu Antonio Faustino Gomes Filho,Aberto,"-6.4034137,-36.4546751",False
83825,Museu Afrodigital da Universidade do Estado do Rio de Janeiro (virtual),Aberto,"-22.9111739,-43.2361323",False
83826,Museu Entomológico da Epagri,Aberto,"-26.8119762,-50.9977471",False
83827,Museu do Santuário Nossa Senhora de Guadalupe - Mitra Arquidiocesana de Pelotas,Aberto,"-31.6179274020841,-52.5075345486403",False
83828,Museu Afro-brasileiro Pai Procópio de Ogunjá,Aberto,"-12.8592812,-38.2878076",False
83829,Museu de Arte do Rio - MAR,Aberto,"-22.8962758,-43.1809422839938",False
83830,Museu Maçônico Ariovaldo Vulcano,Aberto,"-15.817739,-47.921202",False
83831,Museu Histórico Abílio Barreto,Aberto,"-19.9367867700017,-43.947651386261",False
83832,Cemitério da Venerável Ordem Terceira do Carmo,Aberto,"-12.5996899585599,-38.9662206172943",False
83833,Instituto Cultural Ítalo-brasileiro Oswaldo Stival e Edith,Aberto,"-16.3699594421167,-49.3219581339508",False
83834,Ecomuseu dos Campos de São José,Aberto,"-23.2163258,-45.813031",False
83835,Museu Afro-brasil Sul - MABSul (virtual) - Universidade Federal de Pelotas,Aberto,"-31.7803499590754,-52.3237180709839",False
83837,Museu Calmon Barreto,Aberto,"-19.5890781,-46.9392252",False
83838,Museu do Mirim,Aberto,"-23.0685414,-47.2074379",False
83839,Museu e Escola de Artes Raimunda de Canena Crato Ce,Aberto,"-7.2311193,-39.4043242",False
83840,Museu do Artesanato Catarinense - MAC,Aberto,"-27.0121272517314,-48.6131072044373",False
83841,Herbário PEL - Universidade Federal de Pelotas,Aberto,"-31.8042785235505,-52.4130892753601",False
83842,Museu Histórico Geográfico Francisco Retumba,Aberto,"-6.756566,-36.4707725",False
83843,Museu da Família Colonial,Aberto,"-26.922113,-49.05754",False
83844,Casa da Cultura da América Latina - CAL - Universidade de Brasília,Aberto,"-15.7973381,-47.8915747",False
83845,Museu Digital Unila - MUD Universidade Federal Latino-americana,Aberto,"-25.4946889,-54.5632553",False
83846,Museu da Gravura - Cidade de Curitiba,Aberto,"-25.4257053,-49.2720976",False
83847,Pinacoteca Municipal Guilherme de Carvalho Dias,Aberto,"-23.7113352,-46.407821",False
83848,Museu de Paleontologia Pedro Candolo,Aberto,"-20.9510697793938,-49.1730129718781",False
83849,Museu Escolar Itinerante Geomaker,Aberto,"-5.17565042007396,-40.6566098425537",False
83850,Memorial Teotônio Vilela,Fechado,"-9.6679131,-35.7134839",False
83851,Casa de Cultura Villa Maria - CCVM,Aberto,"-21.7524937,-41.3336944",False
83852,Museu de Arte Moderna de São Paulo - MAM,Aberto,"-23.588229,-46.655328",False
83853,Pinacoteca Anderson Fabiano,Aberto,"-23.015982,-45.53705",False
83854,Fundação Iberê Camargo,Aberto,"-30.077996,-51.245954",False
83855,Museu Cais do Sertão,Aberto,"-8.065988,-34.8729278",False
83856,Museu da Liturgia,Aberto,"-21.1089727,-44.1774604",False
83857,Museu Militar do Comando Militar do Sul,Aberto,"-30.031783,-51.235457",False
83858,Museu Municipal Agostinho Martha,Aberto,"-29.945699,-50.99416",False
83859,Museu Histórico e Diplomático do Itamaraty - MhHD,Aberto,"-22.90304,-43.187909",False
83860,Museu Histórico de Cotiporã,Aberto,"-28.989599,-51.697585",False
83861,Planetário Juan Bernardino Marques Barrio - Universidade Federal de Goiás - UFG,Fechado,"-16.6629481935652,-49.2539298534393",False
83862,Memorial Serra da Mesa,Aberto,"-14.5267449,-49.1441077",False
83863,Museu Correios,Aberto,"-15.796524753699662,-47.888507176659175",False
83864,Museu da Inconfidência,Aberto,"-20.385743,-43.503686",False
83865,MUSAP - Museu Municipal de Apucarana,Aberto,"-23.5510117,-51.4588989",False
83866,Museu do Índio - Manaus,Aberto,"-3.132722,-60.0119291",False
83867,Museu Municipal Manoel Aires Cavalcante,Aberto,"-11.6275631568637,-46.8215042352676",False
83868,Museu do Imigrante - Bento Gonçalves,Aberto,"-29.1660045,-51.5046757",False
83869,Casa de Cultura Estação Casimiro de Abreu,Aberto,"-22.481731,-42.207001",False
83870,Museu de Entomologia - Universidade Federal de Viçosa,Aberto,"-20.7587323363318,-42.8682661056519",False
83871,Museu da Memória Rondoniense,Aberto,"-8.7631363,-63.9060165",False
83872,Museu Municipal de Guaporé,Aberto,"-28.846402,-51.890031",False
83873,Museu da Imagem e do Som - MIS - Belém,Aberto,"-1.455299,-48.5042545",False
83874,Museu Entomológico da Agropalma,Aberto,"-2.5431071,-48.7646494",False
83875,Museu Municipal de Arte - MUMA - Portão Cultural,Aberto,"-25.4765751,-49.2930313",False
83876,Fototeca Municipal Ricardo Giovannini,Aberto,"-32.0306868,-52.0978357",False
83877,Instituto Museu Giramundo,Fechado,"-19.9118038,-43.9367166",False
83878,MFM - Museu Ferroviário Municipal João Evaristo de Abreu Duarte,Fechado,"-23.7133751,-46.4152561",False
83879,Museu Elezier Xavier,Aberto,"-7.83779421803629,-38.1024634838104",False
83880,Museu Histórico e Geográfico Comendador Sebastião de Sá,Aberto,"-21.3059327,-46.7100416",False
83881,"Casa de Memória Caipira ""Ernesto Tomazini""",Aberto,"-23.0439972462089,-47.3737388849258",False
83882,Instituto Nacional da Mata Atlântica - Museu de Biologia Professor Mello Leitão,Aberto,"-19.935644104680904,-40.59968645417467",False
83883,Museu Tilly de Bordados e Rendas,Aberto,"-26.9195783,-49.0654084",False
83884,Casa Porto das Artes Plásticas,Aberto,"-20.3181177453061,-40.3300595283508",False
83885,Centro Cultural Castrolanda,Aberto,"-24.7919399,-49.9447806",False
83886,Museu de Armas,Aberto,"-25.77146987614753,-49.71651434898376",False
83887,Museu Municipal Ministro Andreas Thaler,Aberto,"-26.126341,-49.8016827",False
83888,Museu Câmara Cascudo - Universidade Federal do Rio Grande do Norte,Aberto,"-5.803231,-35.201803",False
83889,Museu de História Natural - Universidade Federal de Alagoas,Aberto,"-9.66896624927052,-35.74462839069391",False
83890,Museu do Crédito Real,Aberto,"-21.760284,-43.346388",False
83891,Pinacoteca de São Bernardo do Campo,Aberto,"-23.6874367525471,-46.5551233291626",False
83892,Museu Histórico Nacional,Fechado,"-22.9061036197001,-43.16943526268",False
83894,Museu do Cangaço de Triunfo,Aberto,"-7.83994650566632,-38.0977696180344",False
83895,Casa de Ciência e Tecnologia da Cidade de Aracaju (CCTECA),Aberto,"-10.94516,-37.055737",False
83896,Museu Virtual do Tijolo Cerâmico Antigo,Aberto,"-23.4906756612771,-47.5111198429659",False
83897,Museu Municipal Casal Moschetti,Aberto,"-29.2278386,-51.3480949",False
83898,Museu Lasar Segall,Aberto,"-23.594695754220094,-46.63533748640473",False
83899,Museu de Arte da Pampulha,Fechado,"-19.8517718,-43.9735343",False
83900,Museu das Coisas Banais (virtual) - Universidade Federal de Pelotas,Aberto,"-31.7700251,-52.3430657",False
83901,Museu Histórico e Pedagógico Dom João Vi,Aberto,"-20.809049,-49.375402",False
83902,Centro de Memória Tce,Aberto,"-1.45299534323158,-48.4861850738525",False
83903,Museu de Arte de Joinville - MAJ,Aberto,"-26.298561,-48.855593",False
83904,Museu Histórico Alderico Borges de Carvalho,Aberto,"-16.3303095,-48.9530754",False
83905,Museu Histórico de Mato Grosso,Aberto,"-15.5987242,-56.0964644",False
83906,Museu Casa do Benin,Aberto,"-12.9706429,-38.5078064",False
83907,Museu do Parto - Universidade Federal do Ceará,Aberto,"-3.7481908,-38.5524832",False
83908,Museu Palácio Floriano Peixoto - MUPA,Aberto,"-9.6602617,-35.7397513",False
83909,Museu do Vaqueiro,Aberto,"-5.1073758,-38.3717794",False
83910,Museu da Cerveja de Blumenau,Aberto,"-26.92187715,-49.059174627931",False
83911,Museu da Imagem e do Som do Paraná | MIS-PR,Aberto,"-25.43311066475521,-49.26729123309217",False
83912,Museu da Justiça Rio de Janeiro,Aberto,"-22.904774376262,-43.172487616539",False
83914,Museu Histórico Municipal Wogeck Kubiack - MHMWK,Aberto,"-27.4112809648643,-49.7625088691711",False
83915,Museu da Música - Itu,Aberto,"-23.26057,-47.301921",False
83916,Museu do Folclore de São José dos Campos,Aberto,"-23.16574345,-45.8863341574485",False
83917,Museu das Favelas,Aberto,"-23.5322138945131,-46.6469460725784",False
83918,Museu da Cidade - Praia Grande,Aberto,"-24.000673,-46.412492",False
83919,Museu de Arte Moderna de Resende,Aberto,"-22.4694986,-44.4489397",False
83920,Museu Florestal Octávio Vecchi,Aberto,"-23.461597,-46.630197",False
83921,Museu Histórico da Ilha das Caieiras - Manoel Passos Lyrio - Museu do Pescador,Aberto,"-20.2780586121118,-40.3366202116013",False
83922,Museu Histórico e Pedagógico Prudente de Moraes,Aberto,"-22.7224857315952,-47.6476728916168",False
83923,Museu Municipal Edward Coruripe Costa,Aberto,"-20.4214426974187,-49.9554562568665",False
83924,Museu Vivo do São Bento,Aberto,"-22.786852,-43.313288",False
83925,Museu Casa Alphonsus de Guimaraens,Aberto,"-20.377639,-43.417516",False
83927,Museu Histórico Municipal de Bauru,Aberto,"-22.3274428,-49.0706345",False
83928,Maha – Museu e Arquivo Histórico de Assis,Aberto,"-22.663091,-50.407881",False
83929,Museu de Congonhas,Aberto,"-20.5073111,-43.8614181",False
83930,Museu do Baixo Tocantins - Universidade Federal do Pará - Campus Abaetetuba,Aberto,"-1.72424166538062,-48.8641061447561",False
83931,Museu Casa de Vó Izabel (antigo Memórias de Régis),Aberto,"-9.92920137102252,-39.1024875640869",False
83932,Museu Sankofa - Memória e História da Rocinha,Aberto,"-22.9912423,-43.253297",False
83933,Museu Major José Levy Sobrinho,Aberto,"-22.565297,-47.402345",False
83934,MAAC - Museu Aberto de Arte Contemporânea,Aberto,"-23.7059906,-46.3997499",False
83935,Museu Memorial de Gravatá,Aberto,"-8.2116007,-35.5677787",False
83936,Museu Professor Cícero Pinto do Nascimento,Aberto,"-5.11297,-39.734013",False
83937,Museu Ucraniano de Curitiba,Aberto,"-25.402433,-49.305202",False
83938,CDH - Centro de Documentação Histórica,Aberto,"-23.704348,-46.4126355",False
83939,Museu da Pedra do Urubu,Aberto,"-7.4946415,-38.9907192",False
83940,Instituto do Museu Jaguaribano,Aberto,"-4.566806,-37.773421",False
83941,"Museu de Minerais, Rochas e Fósseis - Universidade Federal de Mato Grosso",Aberto,"-15.6073360687706,-56.0641604661942",False
83942,Memorial Funerário Mathias Haas,Aberto,"-26.8903108500998,-49.1053515672684",False
83943,Museu de Polícia Militar do Estado de São Paulo,Fechado,"-23.5317073096514,-46.6288304328918",False
83944,Instituto Lina Bo. e P. M. Bardi,Aberto,"-23.613116,-46.711936",False
83945,Museu de Arte Sacra da Arquidiocese do Rio de Janeiro,Aberto,"-22.908959,-43.179976",False
83946,Museu Aberto das Tartarugas Marinhas - Fundação Projeto Tamar - Aracaju/SE,Aberto,"-10.9789794349615,-37.0410221815109",False
83947,Museu Aberto das Tartarugas Marinhas - Fundação Projeto Tamar Praia do Forte/BA,Aberto,"-12.577879055513,-38.0018773768097",False
83948,Museu Aberto das Tartarugas Marinhas - Fundação Projeto Tamar - Florianópolis/SC,Aberto,"-27.5721519733262,-48.4279274940491",False
83949,Ecomuseu da Amazônia,Aberto,"-1.261731,-48.466784",False
83950,Memorial da Cidade de Caruaru,Aberto,"-8.28621335517589,-35.9717112779617",False
83951,Museu Histórico de Entre Rios,Aberto,"-25.557841783159976,-51.48842453956604",False
83952,Museu do Barro - Espaço Zé Caboclo,Fechado,"-8.28163216535711,-35.9657621383667",False
83953,Casa de Cultura José Condé,Fechado,"-8.28933999987089,-35.9703755378723",False
83954,Museu do Forró Luiz Gonzaga,Fechado,"-8.28157377209519,-35.9659391641617",False
83955,Casa-Museu Mestre Vitalino,Aberto,"-8.29035920635201,-36.0290193557739",False
83956,Museu da Fábrica de Caroá,Fechado,"-8.28286373031791,-35.9653168916702",False
83957,Museu Histórico e Pedagógico Professor Flávio da Silva Oliveira,Aberto,"-21.851175,-47.4898696",False
83958,Museu Emilia Darci de Souza Cuyabano,Aberto,"-16.0672625,-57.6774716",False
83959,Laboratório das Memórias e das Práticas Cotidianas - Labome - Universidade Estadual Vale do Acaraú,Aberto,"-3.67395142064987,-40.3695201873779",False
83960,Museu da Terra e da Cultura de Morro Grande,Aberto,"-28.7994514385179,-49.7215354442596",False
83961,Museu Casa Borges - Universidade do Estado de Mato Grosso - UNEMAT,Aberto,"-15.0745032,-57.1837879",False
83962,Museu do Graffiti,Aberto,"-22.817445712144,-43.3573508262634",False
83963,Museu de Arte Moderna do Rio de Janeiro - MAM,Aberto,"-22.91384085,-43.1718225144677",False
83964,Museu do Artesanato Paraibano Janete Costa,Aberto,"-7.119437,-34.871818",False
83965,Museu do Homem do Campo,Aberto,"-8.65434169855041,-36.3304138183594",False
83966,Museu da Gruta do Maquiné,Fechado,"-19.1247744490765,-44.3520641326904",False
83967,Museu Aberto das Tartarugas Marinhas - Fundação Pró-Tamar - Arembepe/BA,Aberto,"-12.7623543458225,-38.1688857078552",False
83968,Museu Aberto das Tartarugas Marinhas - Fundação Projeto Tamar - Ubatuba/SP,Aberto,"-23.452201,-45.070521",False
83969,Casa da Cultura Angelina Lopes Assad,Aberto,"-20.8038710888873,-40.6548911333084",False
83971,Museu Histórico de Araranguá,Aberto,"-28.934594,-49.486173",False
83972,Museu do Expedicionário,Aberto,"-25.4289541,-49.267137",False
83973,Espaço Comum Luiz Estrela,Aberto,"-19.925519,-43.921208",False
83974,Museu de Física Experimental,Aberto,"-10.9232732365942,-37.1034371852875",False
83976,Museu Aberto das Tartarugas Marinhas - Fundação Projeto Tamar - Vitória/ES,Aberto,"-20.318490012185,-40.2961081266403",False
83977,Museu de Vivências Educacionais - MUVE,Aberto,"-23.5218641,-46.1887673",False
83978,Museu Inaldo de Lyra Neves-manta,Aberto,"-22.907943,-43.168529",False
83979,Museu Anchieta de Ciências Naturais,Aberto,"-30.028514,-51.177093",False
83980,Museu do Lixo / Viamão,Aberto,"-30.077575,-51.0488074",False
83981,Museu de História Natural Professor Laércio Loures- Instituto Federal Sul de Minas Gerais,Aberto,"-22.3164179,-46.3304039",False
83982,Museu de Arqueologia e Ciências Naturais da Universidade Católica de Pernambuco,Aberto,"-8.05622334254347,-34.8886406421661",False
83985,Casa de Artes e Ofícios Paulo VI,Aberto,"-23.2669816,-51.0467077",False
83986,Museu do Café de Ibiporã,Aberto,"-23.271476,-51.0492358",False
83987,Planetário Professor Everardo Públio de Castro,Aberto,"-14.8465325,-40.8799778",False
83988,Casa da Cultura e Museu Histórico e Cultural Fernando Lopes,Aberto,"-9.782253,-36.094616",False
83989,Museu Histórico de Itabira,Aberto,"-19.618562283378,-43.2264268398285",False
83990,Museu Casa de José Américo - Fundação Casa de José Américo- FCJA,Aberto,"-7.1373633,-34.8186608",False
83991,Museu Bojogá de Jogos Eletrônicos,Fechado,"-3.7194092,-38.5142489",False
83992,Museu Municipal João Bedretchuk,Aberto,"-26.1095835,-50.3168619",False
83993,Museu de Ciências do Cerrado Nordestino - Universidade Federal do Oeste da Bahia,Aberto,"-12.1428257,-45.0116345",False
83994,Museu de Ciências Naturais José Alencar de Carvalho - Instituto Federal Sul de Minas Gerais,Aberto,"-21.6998412,-45.8906642",False
83995,Museu da Imagem e do Som do Ceará - Chico Albuquerque,Aberto,"-3.72765,-38.50448",False
